08:38:43.696 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.crk.journalApp.JournalAppApplicationTests], using SpringBootContextLoader
12:34:52.334 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
12:34:52.336 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
12:34:52.439 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 101 ms. Found 3 MongoDB repository interfaces.
12:34:52.452 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
12:34:52.452 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
12:34:52.463 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.crk.journalApp.repository.ConfigJournalAppRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
12:34:52.463 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.crk.journalApp.repository.JournalEntryRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
12:34:52.464 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.crk.journalApp.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
12:34:52.464 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
12:34:52.834 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.1"}, "os": {"type": "Darwin", "name": "Mac OS X", "architecture": "aarch64", "version": "26.2"}, "platform": "Java/Eclipse Adoptium/17.0.17+10"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='chinmaykhiste2006_db_user', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@72543547]}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster01c.hibgdkh.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-6425or-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
12:34:52.841 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017 to client view of cluster
12:34:52.856 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017 to client view of cluster
12:34:52.856 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017 to client view of cluster
12:34:53.031 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@38e83838 from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
12:34:53.357 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:304108}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
12:34:53.357 [cluster-rtt-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:260709}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
12:34:53.357 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:253686}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
12:34:53.357 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:260709}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
12:34:53.357 [cluster-rtt-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:304108}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
12:34:53.357 [cluster-rtt-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:253686}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
12:34:53.367 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=210532958, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=697b82a0627cdb4f315fb092, counter=4}, lastWriteDate=Fri Feb 06 12:34:53 IST 2026, lastUpdateTimeNanos=225653361595375}
12:34:53.367 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=210533083, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=697b8c1ee524e6cd440bfae7, counter=3}, lastWriteDate=Fri Feb 06 12:34:53 IST 2026, lastUpdateTimeNanos=225653361594666}
12:34:53.368 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=195173917, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000ef, setVersion=215, topologyVersion=TopologyVersion{processId=697b8704de4d8f818433f9e7, counter=6}, lastWriteDate=Fri Feb 06 12:34:53 GMT+05:30 2026, lastUpdateTimeNanos=225653361595083}
12:34:53.369 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff00000000000000ef from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
12:34:53.370 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 215 from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
12:34:53.370 [cluster-ClusterId{value='6985929401146f54c74c8d6b', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
12:34:53.603 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:302694}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
12:34:54.157 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@537b3be1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@15d58530, org.springframework.security.web.context.SecurityContextPersistenceFilter@61c5fd78, org.springframework.security.web.header.HeaderWriterFilter@3c64339f, org.springframework.web.filter.CorsFilter@31f5b923, org.springframework.security.web.authentication.logout.LogoutFilter@2bb3f39e, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@25216999, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@60844992, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@77856cc5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@79e2606f, org.springframework.security.web.session.SessionManagementFilter@566f4659, org.springframework.security.web.access.ExceptionTranslationFilter@603f4e3e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@21540255]
13:24:06.420 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
13:24:06.425 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
13:24:06.511 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 83 ms. Found 3 MongoDB repository interfaces.
13:24:06.520 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
13:24:06.521 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
13:24:06.529 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.crk.journalApp.repository.ConfigJournalAppRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
13:24:06.529 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.crk.journalApp.repository.JournalEntryRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
13:24:06.529 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.crk.journalApp.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
13:24:06.529 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
13:24:06.809 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
13:24:06.814 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
13:24:06.815 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
13:24:06.815 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.83]
13:24:06.883 [main] INFO  o.a.c.c.C.[.[localhost].[/journal] - Initializing Spring embedded WebApplicationContext
13:24:06.883 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 797 ms
13:24:07.019 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.1"}, "os": {"type": "Darwin", "name": "Mac OS X", "architecture": "aarch64", "version": "26.2"}, "platform": "Java/Eclipse Adoptium/17.0.17+10"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='chinmaykhiste2006_db_user', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@10244722]}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster01c.hibgdkh.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-6425or-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
13:24:07.023 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017 to client view of cluster
13:24:07.037 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017 to client view of cluster
13:24:07.037 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017 to client view of cluster
13:24:07.145 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@3830b06c from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
13:24:07.346 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:306298}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
13:24:07.346 [cluster-rtt-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:306529}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
13:24:07.346 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:262779}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
13:24:07.346 [cluster-rtt-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:262779}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
13:24:07.346 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:255751}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
13:24:07.348 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=73884583, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=697b8c1ee524e6cd440bfae7, counter=3}, lastWriteDate=Fri Feb 06 13:24:07 IST 2026, lastUpdateTimeNanos=228607349266500}
13:24:07.348 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=129355167, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=697b82a0627cdb4f315fb092, counter=4}, lastWriteDate=Fri Feb 06 13:24:07 IST 2026, lastUpdateTimeNanos=228607349189708}
13:24:07.348 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=139400291, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000ef, setVersion=215, topologyVersion=TopologyVersion{processId=697b8704de4d8f818433f9e7, counter=6}, lastWriteDate=Fri Feb 06 13:24:07 IST 2026, lastUpdateTimeNanos=228607349195000}
13:24:07.350 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff00000000000000ef from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
13:24:07.350 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 215 from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
13:24:07.350 [cluster-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
13:24:07.355 [cluster-rtt-ClusterId{value='69859e1fe0c6694c99469b1d', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:255751}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
13:24:07.480 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:306860}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
